QX1410	IPR_accession	IPR_description	GO_ID	N2_orthologs
QX1410.2975	IPR032098	Acyltransferase, C-terminal domain	-	acl-14
QX1410.2975	-	-	GO:0005783(PANTHER)|GO:0012505(PANTHER)|GO:0016746(PANTHER)|GO:0036149(PANTHER)	acl-14
QX1410.2975	IPR002123	Phospholipid/glycerol acyltransferase	GO:0016746(InterPro)	acl-14
QX1410.2975	IPR002123	Phospholipid/glycerol acyltransferase	GO:0016746(InterPro)	acl-14
QX1410.15291	IPR036314	Manganese/iron superoxide dismutase, C-terminal domain superfamily	-	sod-3, sod-2
QX1410.15291	IPR036324	Manganese/iron superoxide dismutase, N-terminal domain superfamily	-	sod-3, sod-2
QX1410.15291	IPR019833	Manganese/iron superoxide dismutase, binding site	GO:0004784(InterPro)|GO:0006801(InterPro)|GO:0046872(InterPro)	sod-3, sod-2
QX1410.15291	IPR019831	Manganese/iron superoxide dismutase, N-terminal	GO:0004784(InterPro)|GO:0006801(InterPro)|GO:0046872(InterPro)	sod-3, sod-2
QX1410.15291	IPR001189	Manganese/iron superoxide dismutase	GO:0004784(InterPro)|GO:0006801(InterPro)|GO:0046872(InterPro)	sod-3, sod-2
QX1410.15291	IPR001189	Manganese/iron superoxide dismutase	GO:0004784(InterPro)|GO:0006801(InterPro)|GO:0046872(InterPro)	sod-3, sod-2
QX1410.15291	IPR001189	Manganese/iron superoxide dismutase	GO:0004784(InterPro)|GO:0006801(InterPro)|GO:0046872(InterPro)	sod-3, sod-2
QX1410.15291	IPR001189	Manganese/iron superoxide dismutase	GO:0004784(InterPro)|GO:0006801(InterPro)|GO:0046872(InterPro)	sod-3, sod-2
QX1410.15291	IPR001189	Manganese/iron superoxide dismutase	GO:0004784(InterPro)|GO:0006801(InterPro)|GO:0046872(InterPro)	sod-3, sod-2
QX1410.15291	IPR001189	Manganese/iron superoxide dismutase	GO:0004784(InterPro)|GO:0006801(InterPro)|GO:0046872(InterPro)	sod-3, sod-2
QX1410.15291	IPR050265	Iron/Manganese Superoxide Dismutase	GO:0004784(PANTHER)|GO:0005739(PANTHER)|GO:0030145(PANTHER)	sod-3, sod-2
QX1410.15291	IPR019832	Manganese/iron superoxide dismutase, C-terminal	GO:0004784(InterPro)|GO:0006801(InterPro)|GO:0046872(InterPro)	sod-3, sod-2
QX1410.15291	IPR036314	Manganese/iron superoxide dismutase, C-terminal domain superfamily	-	sod-3, sod-2
QX1410.15291	IPR036324	Manganese/iron superoxide dismutase, N-terminal domain superfamily	-	sod-3, sod-2
QX1410.24311	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase	GO:0008194(InterPro)	ugt-6
QX1410.24311	IPR035595	UDP-glycosyltransferase family, conserved site	-	ugt-6
QX1410.24311	IPR050271	UDP-glycosyltransferase	GO:0008194(PANTHER)	ugt-6
QX1410.24311	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase	GO:0008194(InterPro)	ugt-6
QX1410.24311	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase	GO:0008194(InterPro)	ugt-6
QX1410.24311	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase	GO:0008194(InterPro)	ugt-6
QX1410.28984	IPR006808	ATP synthase F0 complex subunit G, mitochondrial	GO:0015078(InterPro)|GO:0015986(InterPro)	asg-1
QX1410.28984	IPR006808	ATP synthase F0 complex subunit G, mitochondrial	GO:0015078(InterPro)|GO:0015986(InterPro)	asg-1
QX1410.16438	IPR008271	Serine/threonine-protein kinase, active site	GO:0004672(InterPro)|GO:0006468(InterPro)	NA
QX1410.16438	IPR011009	Protein kinase-like domain superfamily	-	NA
QX1410.16438	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	NA
QX1410.16438	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	NA
QX1410.16438	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	NA
QX1410.16438	-	-	GO:0004672(PANTHER)	NA
QX1410.16438	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	NA
QX1410.16438	IPR011009	Protein kinase-like domain superfamily	-	NA
QX1410.16438	IPR000719	Protein kinase domain	GO:0004672(InterPro)|GO:0005524(InterPro)|GO:0006468(InterPro)	NA
QX1410.16438	IPR017441	Protein kinase, ATP binding site	GO:0005524(InterPro)	NA
QX1410.30830	IPR017873	Cysteine-rich Golgi apparatus protein 1 repeat, eukaryote	GO:0000139(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR001893	Cysteine-rich Golgi apparatus protein 1 repeat	GO:0016020(InterPro)	WBGene00008800
QX1410.30830	IPR017873	Cysteine-rich Golgi apparatus protein 1 repeat, eukaryote	GO:0000139(InterPro)	WBGene00008800
QX1410.30830	IPR017873	Cysteine-rich Golgi apparatus protein 1 repeat, eukaryote	GO:0000139(InterPro)	WBGene00008800
QX1410.30830	IPR039728	Golgi apparatus protein 1	GO:0000139(PANTHER)|GO:0017134(PANTHER)	WBGene00008800
QX1410.30830	IPR017873	Cysteine-rich Golgi apparatus protein 1 repeat, eukaryote	GO:0000139(InterPro)	WBGene00008800
QX1410.30830	IPR017873	Cysteine-rich Golgi apparatus protein 1 repeat, eukaryote	GO:0000139(InterPro)	WBGene00008800
QX1410.30830	IPR017873	Cysteine-rich Golgi apparatus protein 1 repeat, eukaryote	GO:0000139(InterPro)	WBGene00008800
QX1410.30830	IPR017873	Cysteine-rich Golgi apparatus protein 1 repeat, eukaryote	GO:0000139(InterPro)	WBGene00008800
QX1410.24180	IPR054537	Headcase, N-terminal	-	WBGene00015073
QX1410.24180	IPR026066	Headcase	-	WBGene00015073
QX1410.35366	IPR036322	WD40-repeat-containing domain superfamily	GO:0005515(InterPro)	WBGene00015104
QX1410.35366	IPR015943	WD40/YVTN repeat-like-containing domain superfamily	GO:0005515(InterPro)	WBGene00015104
QX1410.35366	IPR045161	U3 small nucleolar RNA-associated protein 18	GO:0006364(InterPro)|GO:0032040(PANTHER)|GO:0034388(PANTHER)	WBGene00015104
QX1410.35366	IPR001680	WD40 repeat	GO:0005515(InterPro)	WBGene00015104
QX1410.35366	IPR001680	WD40 repeat	GO:0005515(InterPro)	WBGene00015104
QX1410.35366	IPR001680	WD40 repeat	GO:0005515(InterPro)	WBGene00015104
QX1410.35366	IPR001680	WD40 repeat	GO:0005515(InterPro)	WBGene00015104
QX1410.35366	IPR001680	WD40 repeat	GO:0005515(InterPro)	WBGene00015104
QX1410.35366	IPR001680	WD40 repeat	GO:0005515(InterPro)	WBGene00015104
QX1410.35366	IPR001680	WD40 repeat	GO:0005515(InterPro)	WBGene00015104
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.14480	IPR003582	ShKT domain	-	WBGene00016731, phat-1
QX1410.36684	IPR013088	Zinc finger, NHR/GATA-type	GO:0006355(InterPro)|GO:0008270(InterPro)	NA
QX1410.36684	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	NA
QX1410.2045	IPR048594	Spindle assembly abnormal protein 5, implico domain	-	sas-5
QX1410.1316	IPR003582	ShKT domain	-	NA
QX1410.1316	IPR003582	ShKT domain	-	NA
QX1410.1316	IPR003582	ShKT domain	-	NA
QX1410.1316	IPR003582	ShKT domain	-	NA
QX1410.1316	IPR003582	ShKT domain	-	NA
QX1410.1316	IPR003582	ShKT domain	-	NA
QX1410.1316	IPR003582	ShKT domain	-	NA
QX1410.1316	IPR003582	ShKT domain	-	NA
QX1410.30168	IPR036224	GINS, helical bundle-like domain superfamily	-	psf-2
QX1410.30168	IPR007257	DNA replication complex GINS protein Psf2	GO:0000727(PANTHER)|GO:0000811(PANTHER)|GO:0005634(InterPro)|GO:0006260(InterPro)	psf-2
QX1410.30168	IPR007257	DNA replication complex GINS protein Psf2	GO:0005634(InterPro)|GO:0006260(InterPro)	psf-2
QX1410.30168	IPR056784	DNA replication complex GINS protein PSF2, N-terminal domain	-	psf-2
QX1410.30168	IPR056784	DNA replication complex GINS protein PSF2, N-terminal domain	-	psf-2
QX1410.30168	IPR021151	GINS subunit, domain A	-	psf-2
QX1410.24261	IPR051155	Nematode Major Sperm	-	NA
QX1410.24261	IPR000535	Major sperm protein (MSP) domain	-	NA
QX1410.24261	IPR013783	Immunoglobulin-like fold	-	NA
QX1410.24261	IPR000535	Major sperm protein (MSP) domain	-	NA
QX1410.24261	IPR008962	PapD-like superfamily	-	NA
QX1410.30592	IPR050569	Trace Amine-Associated Receptor	-	WBGene00015299
QX1410.30592	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	WBGene00015299
QX1410.30592	IPR017452	GPCR, rhodopsin-like, 7TM	GO:0016020(InterPro)	WBGene00015299
QX1410.4503	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	mel-46
QX1410.4503	IPR000629	ATP-dependent RNA helicase DEAD-box, conserved site	-	mel-46
QX1410.4503	IPR001650	Helicase, C-terminal domain-like	-	mel-46
QX1410.4503	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	mel-46
QX1410.4503	IPR001650	Helicase, C-terminal domain-like	-	mel-46
QX1410.4503	IPR014001	Helicase superfamily 1/2, ATP-binding domain	-	mel-46
QX1410.4503	IPR001650	Helicase, C-terminal domain-like	-	mel-46
QX1410.4503	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	mel-46
QX1410.4503	IPR050079	DEAD box RNA helicase	GO:0003724(PANTHER)|GO:0005829(PANTHER)	mel-46
QX1410.4503	IPR011545	DEAD/DEAH-box helicase domain	GO:0003676(InterPro)|GO:0005524(InterPro)	mel-46
QX1410.4503	IPR014001	Helicase superfamily 1/2, ATP-binding domain	-	mel-46
QX1410.15914	IPR000073	Alpha/beta hydrolase fold-1	-	abhd-11.1
QX1410.15914	-	-	GO:0005739(PANTHER)|GO:0044255(PANTHER)|GO:0052689(PANTHER)	abhd-11.1
QX1410.15914	IPR029058	Alpha/Beta hydrolase fold	-	abhd-11.1
QX1410.15914	IPR029058	Alpha/Beta hydrolase fold	-	abhd-11.1
QX1410.39288	IPR006909	Rad21/Rec8-like protein, C-terminal, eukaryotic	-	coh-1
QX1410.39288	IPR039781	Rad21/Rec8-like protein	GO:0003682(PANTHER)|GO:0007062(InterPro)|GO:0007062(PANTHER)|GO:0008278(PANTHER)|GO:0008278(InterPro)|GO:1990414(PANTHER)	coh-1
QX1410.39288	IPR036390	Winged helix DNA-binding domain superfamily	-	coh-1
QX1410.39288	IPR006910	Rad21/Rec8-like protein, N-terminal	GO:0005515(InterPro)	coh-1
QX1410.39288	IPR023093	ScpA-like, C-terminal	-	coh-1
QX1410.18247	IPR017452	GPCR, rhodopsin-like, 7TM	GO:0016020(InterPro)	gar-1
QX1410.18247	-	-	GO:0004993(PANTHER)|GO:0005886(PANTHER)|GO:0007187(PANTHER)|GO:0007197(PANTHER)|GO:0007268(PANTHER)|GO:0016907(PANTHER)|GO:0030425(PANTHER)|GO:0030594(PANTHER)|GO:0045202(PANTHER)	gar-1
QX1410.18247	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	gar-1
QX1410.18247	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	gar-1
QX1410.18247	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	gar-1
QX1410.18247	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	gar-1
QX1410.18247	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	gar-1
QX1410.18247	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	gar-1
QX1410.18247	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	gar-1
QX1410.18247	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	gar-1
QX1410.18247	IPR000276	G protein-coupled receptor, rhodopsin-like	GO:0004930(InterPro)|GO:0007186(InterPro)|GO:0016020(InterPro)	gar-1
QX1410.28420	IPR002466	Adenosine deaminase/editase	GO:0003723(InterPro)|GO:0004000(InterPro)|GO:0006396(InterPro)	NA
QX1410.28420	IPR002466	Adenosine deaminase/editase	GO:0003723(InterPro)|GO:0004000(InterPro)|GO:0006396(InterPro)	NA
QX1410.28420	-	-	GO:0003725(PANTHER)|GO:0003726(PANTHER)|GO:0005730(PANTHER)|GO:0005737(PANTHER)|GO:0006382(PANTHER)|GO:0006396(PANTHER)|GO:0008251(PANTHER)	NA
QX1410.28420	IPR002466	Adenosine deaminase/editase	GO:0003723(InterPro)|GO:0004000(InterPro)|GO:0006396(InterPro)	NA
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.30352	IPR042789	DOMON domain-containing protein FRRS1L	GO:0099072(PANTHER)|GO:1900449(PANTHER)|GO:1900449(InterPro)	WBGene00007545
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.30352	IPR006593	Cytochrome b561/ferric reductase transmembrane	-	WBGene00007545
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.30352	IPR006593	Cytochrome b561/ferric reductase transmembrane	-	WBGene00007545
QX1410.30352	IPR005018	DOMON domain	-	WBGene00007545
QX1410.19364	IPR050361	Mitochondrial Processing Peptidase/Ubiquinol-cytochrome c Reductase Complex	GO:0005739(PANTHER)	ucr-2.2
QX1410.19364	IPR011765	Peptidase M16, N-terminal	-	ucr-2.2
QX1410.19364	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like	GO:0046872(InterPro)	ucr-2.2
QX1410.19364	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like	GO:0046872(InterPro)	ucr-2.2
QX1410.23498	IPR014044	CAP domain	-	scl-12, scl-13
QX1410.23498	IPR035940	CAP superfamily	-	scl-12, scl-13
QX1410.23498	IPR035940	CAP superfamily	-	scl-12, scl-13
QX1410.23498	IPR001283	Cysteine-rich secretory protein-related	-	scl-12, scl-13
QX1410.23498	IPR001283	Cysteine-rich secretory protein-related	-	scl-12, scl-13
QX1410.23498	IPR001283	Cysteine-rich secretory protein-related	-	scl-12, scl-13
QX1410.23498	IPR001283	Cysteine-rich secretory protein-related	-	scl-12, scl-13
QX1410.23498	IPR014044	CAP domain	-	scl-12, scl-13
QX1410.8287	IPR044611	Ubiquitin-protein ligase E3A/B/C-like	GO:0000209(PANTHER)|GO:0000209(InterPro)|GO:0006511(PANTHER)|GO:0061630(InterPro)|GO:0061630(PANTHER)	oxi-1
QX1410.8287	IPR000569	HECT domain	GO:0004842(InterPro)	oxi-1
QX1410.8287	IPR000569	HECT domain	GO:0004842(InterPro)	oxi-1
QX1410.8287	IPR000569	HECT domain	GO:0004842(InterPro)	oxi-1
QX1410.8287	IPR000569	HECT domain	GO:0004842(InterPro)	oxi-1
QX1410.8287	IPR035983	HECT, E3 ligase catalytic domain	GO:0004842(InterPro)	oxi-1
QX1410.11618	IPR011611	Carbohydrate kinase PfkB	-	WBGene00008548
QX1410.11618	IPR002139	Ribokinase/fructokinase	GO:0016301(InterPro)	WBGene00008548
QX1410.11618	IPR002139	Ribokinase/fructokinase	GO:0016301(InterPro)	WBGene00008548
QX1410.11618	IPR002139	Ribokinase/fructokinase	GO:0016301(InterPro)	WBGene00008548
QX1410.11618	IPR002139	Ribokinase/fructokinase	GO:0016301(InterPro)	WBGene00008548
QX1410.11618	IPR002139	Ribokinase/fructokinase	GO:0016301(InterPro)	WBGene00008548
QX1410.11618	IPR029056	Ribokinase-like	-	WBGene00008548
QX1410.11618	-	-	GO:0005829(PANTHER)	WBGene00008548
QX1410.11618	IPR011877	Ribokinase	GO:0004747(InterPro)|GO:0006014(InterPro)	WBGene00008548
QX1410.11618	IPR029056	Ribokinase-like	-	WBGene00008548
QX1410.11618	IPR011877	Ribokinase	GO:0004747(InterPro)|GO:0006014(InterPro)	WBGene00008548
QX1410.10168	IPR017907	Zinc finger, RING-type, conserved site	-	arc-1
QX1410.10168	IPR013083	Zinc finger, RING/FYVE/PHD-type	-	arc-1
QX1410.10168	IPR005225	Small GTP-binding domain	GO:0005525(InterPro)	arc-1
QX1410.10168	IPR003649	B-box, C-terminal	-	arc-1
QX1410.10168	IPR006689	Small GTPase superfamily, ARF/SAR type	GO:0003924(InterPro)|GO:0005525(InterPro)	arc-1
QX1410.10168	IPR006689	Small GTPase superfamily, ARF/SAR type	GO:0003924(InterPro)|GO:0005525(InterPro)	arc-1
QX1410.10168	IPR001841	Zinc finger, RING-type	-	arc-1
QX1410.10168	IPR052667	E3 ubiquitin-protein ligase RING-type	-	arc-1
QX1410.10168	IPR006689	Small GTPase superfamily, ARF/SAR type	GO:0003924(InterPro)|GO:0005525(InterPro)	arc-1
QX1410.10168	IPR001841	Zinc finger, RING-type	-	arc-1
QX1410.10168	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	arc-1
QX1410.10168	IPR006689	Small GTPase superfamily, ARF/SAR type	GO:0003924(InterPro)|GO:0005525(InterPro)	arc-1
QX1410.10168	IPR000315	B-box-type zinc finger	GO:0008270(InterPro)	arc-1
QX1410.10168	IPR000315	B-box-type zinc finger	GO:0008270(InterPro)	arc-1
QX1410.10168	IPR000315	B-box-type zinc finger	GO:0008270(InterPro)	arc-1
QX1410.10168	IPR000315	B-box-type zinc finger	GO:0008270(InterPro)	arc-1
QX1410.10168	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	arc-1
QX1410.23829	IPR008166	Glycosyltransferase family 92	-	WBGene00015722
QX1410.23829	IPR052012	Glycosyltransferase_92	-	WBGene00015722
QX1410.32754	IPR003582	ShKT domain	-	NA
QX1410.32754	IPR003582	ShKT domain	-	NA
QX1410.32754	IPR003582	ShKT domain	-	NA
QX1410.32754	IPR003582	ShKT domain	-	NA
QX1410.32754	IPR003582	ShKT domain	-	NA
QX1410.32754	IPR003582	ShKT domain	-	NA
QX1410.32754	IPR003582	ShKT domain	-	NA
QX1410.32754	IPR007026	CC domain	-	NA
QX1410.32754	IPR007026	CC domain	-	NA
QX1410.32754	IPR003582	ShKT domain	-	NA
QX1410.32754	IPR003582	ShKT domain	-	NA
QX1410.25497	IPR035500	Nuclear hormone receptor-like domain superfamily	-	nhr-143
QX1410.25497	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-143
QX1410.25497	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-143
QX1410.25497	IPR013088	Zinc finger, NHR/GATA-type	GO:0006355(InterPro)|GO:0008270(InterPro)	nhr-143
QX1410.25497	IPR000536	Nuclear hormone receptor, ligand-binding domain	-	nhr-143
QX1410.25497	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain	GO:0000978(InterPro)	nhr-143
QX1410.25497	IPR000536	Nuclear hormone receptor, ligand-binding domain	-	nhr-143
QX1410.25497	IPR051152	Caenorhabditis elegans Orphan Nuclear Receptors	-	nhr-143
QX1410.25497	IPR035500	Nuclear hormone receptor-like domain superfamily	-	nhr-143
QX1410.25497	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-143
QX1410.25497	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-143
QX1410.25497	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-143
QX1410.25497	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-143
QX1410.25497	IPR000536	Nuclear hormone receptor, ligand-binding domain	-	nhr-143
QX1410.25497	IPR001628	Zinc finger, nuclear hormone receptor-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0008270(InterPro)|GO:0043565(InterPro)	nhr-143
QX1410.1344	IPR019422	7TM GPCR, serpentine receptor class h (Srh)	-	srh-56, srh-59, srh-60, srh-57, srh-305
QX1410.1344	IPR053220	Nematode receptor-like serpentine class H	-	srh-56, srh-59, srh-60, srh-57, srh-305
QX1410.15032	IPR009068	uS15/NS1, RNA-binding domain superfamily	-	mrps-15
QX1410.15032	IPR052137	Universal small ribosomal subunit uS15	GO:0003723(PANTHER)|GO:0003735(PANTHER)|GO:0005763(PANTHER)|GO:0032543(PANTHER)	mrps-15
QX1410.42353	IPR013783	Immunoglobulin-like fold	-	NA
QX1410.42353	IPR000535	Major sperm protein (MSP) domain	-	NA
QX1410.42353	IPR051155	Nematode Major Sperm	-	NA
QX1410.42353	IPR000535	Major sperm protein (MSP) domain	-	NA
QX1410.42353	IPR008962	PapD-like superfamily	-	NA
QX1410.26144	IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain	-	WBGene00010854
QX1410.26144	IPR012337	Ribonuclease H-like superfamily	-	WBGene00010854
QX1410.26144	IPR001584	Integrase, catalytic core	GO:0015074(InterPro)	WBGene00010854
QX1410.26144	IPR043502	DNA/RNA polymerase superfamily	-	WBGene00010854
QX1410.26144	IPR036397	Ribonuclease H superfamily	GO:0003676(InterPro)	WBGene00010854
QX1410.26144	IPR050951	Retrovirus-related Pol polyprotein	-	WBGene00010854
QX1410.26144	IPR001584	Integrase, catalytic core	GO:0015074(InterPro)	WBGene00010854
QX1410.26144	IPR043128	Reverse transcriptase/Diguanylate cyclase domain	-	WBGene00010854
QX1410.7983	IPR032501	Proteasomal ATPase, second OB domain	-	rpt-3
QX1410.7983	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	rpt-3
QX1410.7983	IPR003959	ATPase, AAA-type, core	GO:0005524(InterPro)|GO:0016887(InterPro)	rpt-3
QX1410.7983	IPR012340	Nucleic acid-binding, OB-fold	-	rpt-3
QX1410.7983	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	rpt-3
QX1410.7983	IPR003593	AAA+ ATPase domain	-	rpt-3
QX1410.7983	IPR003960	ATPase, AAA-type, conserved site	GO:0005524(InterPro)|GO:0016887(InterPro)	rpt-3
QX1410.7983	IPR041569	AAA ATPase, AAA+ lid domain	-	rpt-3
QX1410.7983	IPR050221	26S Proteasome Regulatory ATPase	-	rpt-3
QX1410.668	IPR019408	7TM GPCR, serpentine receptor class ab (Srab)	-	srab-25
QX1410.668	IPR019408	7TM GPCR, serpentine receptor class ab (Srab)	-	srab-25
QX1410.668	IPR053286	Nematode receptor-like srab	-	srab-25
QX1410.22404	IPR000949	ELM2 domain	-	spr-1
QX1410.22404	IPR009057	Homedomain-like superfamily	-	spr-1
QX1410.22404	IPR009057	Homedomain-like superfamily	-	spr-1
QX1410.22404	IPR017884	SANT domain	-	spr-1
QX1410.22404	IPR001005	SANT/Myb domain	-	spr-1
QX1410.22404	IPR001005	SANT/Myb domain	-	spr-1
QX1410.22404	IPR001005	SANT/Myb domain	-	spr-1
QX1410.22404	IPR051066	Transcriptional Regulator and Corepressor	GO:0000118(PANTHER)|GO:0003714(PANTHER)|GO:0005667(PANTHER)|GO:0006357(PANTHER)|GO:0045892(PANTHER)	spr-1
QX1410.22404	IPR000949	ELM2 domain	-	spr-1
QX1410.31037	IPR018267	Large ribosomal subunit protein eL37, conserved site	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)	rpl-37, WBGene00012179
QX1410.31037	IPR011331	Large ribosomal subunit protein eL37/eL43	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)	rpl-37, WBGene00012179
QX1410.31037	IPR001569	Large ribosomal subunit protein eL37	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)	rpl-37, WBGene00012179
QX1410.31037	-	-	GO:0003723(PANTHER)|GO:0022625(PANTHER)	rpl-37, WBGene00012179
QX1410.31037	IPR011332	Zinc-binding ribosomal protein	GO:0006412(InterPro)	rpl-37, WBGene00012179
QX1410.27729	IPR036388	Winged helix-like DNA-binding domain superfamily	-	plc-3
QX1410.27729	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain	-	plc-3
QX1410.27729	IPR025898	Tc3 transposase, DNA binding domain	GO:0003677(InterPro)	plc-3
